,location,location_detail,price
서울특별시,용산구,보광동,4267
서울특별시,성동구,상왕십리동,3254
서울특별시,성동구,하왕십리동,2958
서울특별시,성동구,홍익동,3407
서울특별시,성동구,도선동,3094
서울특별시,성동구,마장동,2528
서울특별시,성동구,사근동,2039
서울특별시,성동구,행당동,2712
서울특별시,성동구,응봉동,2318
서울특별시,성동구,금호동1가,2753
서울특별시,성동구,금호동2가,2817
서울특별시,성동구,금호동3가,2607
서울특별시,성동구,금호동4가,2841
서울특별시,성동구,옥수동,2818
서울특별시,성동구,성수동1가,3449
서울특별시,성동구,성수동2가,3381
서울특별시,성동구,송정동,2409
서울특별시,성동구,용답동,2675
서울특별시,광진구,중곡동,2128
서울특별시,광진구,능동,2455
서울특별시,광진구,구의동,2511
서울특별시,광진구,광장동,2748
서울특별시,광진구,자양동,2777
서울특별시,광진구,노유동,0
서울특별시,광진구,화양동,3108
서울특별시,광진구,모진동,0
서울특별시,광진구,군자동,2491
서울특별시,동대문구,신설동,2349
서울특별시,동대문구,용두동,2587
서울특별시,동대문구,제기동,2322
서울특별시,동대문구,전농동,2519
서울특별시,동대문구,답십리동,2697
서울특별시,동대문구,장안동,2409
서울특별시,동대문구,청량리동,2284
서울특별시,동대문구,회기동,2193
서울특별시,동대문구,휘경동,2109
서울특별시,동대문구,이문동,2347
서울특별시,중랑구,면목동,1874
서울특별시,중랑구,상봉동,2068
서울특별시,중랑구,중화동,1903
서울특별시,중랑구,묵동,1822
서울특별시,중랑구,망우동,1846
서울특별시,중랑구,신내동,1784
서울특별시,성북구,성북동,2295
서울특별시,성북구,성북동1가,2449
서울특별시,성북구,돈암동,2281
서울특별시,성북구,동소문동1가,2636
서울특별시,성북구,동소문동2가,2617
서울특별시,성북구,동소문동3가,3085
서울특별시,성북구,동소문동4가,2327
서울특별시,성북구,동소문동5가,3392
서울특별시,성북구,동소문동6가,2501
서울특별시,성북구,동소문동7가,2663
서울특별시,성북구,삼선동1가,2240
서울특별시,성북구,삼선동2가,2520
서울특별시,성북구,삼선동3가,2425
서울특별시,성북구,삼선동4가,2697
서울특별시,성북구,삼선동5가,2698
서울특별시,성북구,동선동1가,2907
서울특별시,성북구,동선동2가,2926
서울특별시,성북구,동선동3가,2727
서울특별시,성북구,동선동4가,2627
서울특별시,성북구,동선동5가,2383
서울특별시,성북구,안암동1가,2379
서울특별시,성북구,안암동2가,2411
서울특별시,성북구,안암동3가,2254
서울특별시,성북구,안암동4가,2847
서울특별시,성북구,안암동5가,2552
서울특별시,성북구,보문동4가,2889
서울특별시,성북구,보문동5가,2458
서울특별시,성북구,보문동6가,2192
서울특별시,성북구,보문동7가,2611
서울특별시,성북구,보문동1가,2732
서울특별시,성북구,보문동2가,2580
서울특별시,성북구,보문동3가,2680
서울특별시,성북구,정릉동,1869
서울특별시,성북구,길음동,2469
서울특별시,성북구,종암동,2080
서울특별시,성북구,하월곡동,2377
서울특별시,성북구,상월곡동,2200
서울특별시,성북구,장위동,2466
서울특별시,성북구,석관동,2153
서울특별시,강북구,미아동,1866
서울특별시,강북구,번동,1693
서울특별시,강북구,수유동,1579
서울특별시,강북구,우이동,1484
서울특별시,도봉구,쌍문동,1547
서울특별시,도봉구,방학동,1767
서울특별시,도봉구,창동,1812
서울특별시,도봉구,도봉동,1827
서울특별시,노원구,월계동,1719
서울특별시,노원구,공릉동,1803
서울특별시,노원구,하계동,1672
서울특별시,노원구,상계동,1997
서울특별시,노원구,중계동,1708
서울특별시,은평구,수색동,2260
서울특별시,은평구,녹번동,1923
서울특별시,은평구,불광동,1949
서울특별시,은평구,갈현동,1859
서울특별시,은평구,구산동,1870
서울특별시,은평구,대조동,2258
서울특별시,은평구,응암동,1992
서울특별시,은평구,역촌동,2034
서울특별시,은평구,신사동,1868
서울특별시,은평구,증산동,2354
서울특별시,은평구,진관내동,1958
서울특별시,은평구,구파발동,0
서울특별시,은평구,진관외동,0
서울특별시,서대문구,충정로2가,3216
서울특별시,서대문구,충정로3가,2557
서울특별시,서대문구,합동,2730
서울특별시,서대문구,미근동,2927
서울특별시,서대문구,냉천동,3133
서울특별시,서대문구,천연동,2545
서울특별시,서대문구,옥천동,2706
서울특별시,서대문구,영천동,2718
서울특별시,서대문구,현저동,1710
서울특별시,서대문구,북아현동,2509
서울특별시,서대문구,홍제동,2103
서울특별시,서대문구,대현동,3076
서울특별시,서대문구,대신동,2622
서울특별시,서대문구,신촌동,2013
서울특별시,서대문구,봉원동,1655
서울특별시,서대문구,창천동,2556
서울특별시,서대문구,연희동,1921
서울특별시,서대문구,홍은동,1721
서울특별시,서대문구,북가좌동,2098
서울특별시,서대문구,남가좌동,2138
서울특별시,마포구,아현동,3141
서울특별시,마포구,공덕동,2718
서울특별시,마포구,신공덕동,2378
서울특별시,마포구,도화동,2679
서울특별시,마포구,용강동,2442
서울특별시,마포구,토정동,2770
서울특별시,마포구,마포동,2799
서울특별시,마포구,대흥동,2653
서울특별시,마포구,염리동,3180
서울특별시,마포구,노고산동,3040
서울특별시,마포구,신수동,2461
서울특별시,마포구,현석동,2396
서울특별시,마포구,구수동,2287
서울특별시,마포구,창전동,2487
서울특별시,마포구,상수동,2794
서울특별시,마포구,하중동,3270
서울특별시,마포구,신정동,2518
서울특별시,마포구,당인동,2771
서울특별시,마포구,서교동,2949
서울특별시,마포구,동교동,3063
서울특별시,마포구,합정동,2703
서울특별시,마포구,망원동,2626
서울특별시,마포구,연남동,2433
서울특별시,마포구,성산동,2411
서울특별시,마포구,중동,2356
서울특별시,마포구,상암동,2965
서울특별시,양천구,목동,2246
서울특별시,양천구,신월동,1920
서울특별시,강서구,염창동,2843
서울특별시,강서구,등촌동,1910
서울특별시,강서구,화곡동,1862
서울특별시,강서구,가양동,2244
서울특별시,강서구,마곡동,2280
서울특별시,강서구,내발산동,2040
서울특별시,강서구,외발산동,1897
서울특별시,강서구,공항동,2111
서울특별시,강서구,방화동,2226
서울특별시,강서구,개화동,1625
서울특별시,강서구,과해동,0
서울특별시,강서구,오곡동,389
서울특별시,강서구,오쇠동,0
서울특별시,구로구,신도림동,2887
서울특별시,구로구,구로동,2094
서울특별시,구로구,가리봉동,3075
서울특별시,구로구,고척동,1763
서울특별시,구로구,개봉동,2008
서울특별시,구로구,오류동,1841
서울특별시,구로구,궁동,1757
서울특별시,구로구,온수동,1816
서울특별시,구로구,천왕동,1585
서울특별시,구로구,항동,1846
서울특별시,금천구,가산동,1805
서울특별시,금천구,독산동,1768
서울특별시,금천구,시흥동,1780
서울특별시,영등포구,영등포동,2063
서울특별시,영등포구,영등포동1가,2385
서울특별시,영등포구,영등포동2가,2615
서울특별시,영등포구,영등포동3가, - 
서울특별시,영등포구,영등포동4가,3610
서울특별시,영등포구,영등포동5가,2610
서울특별시,영등포구,영등포동6가,2490
서울특별시,영등포구,영등포동7가,2718
서울특별시,영등포구,영등포동8가,2297
서울특별시,영등포구,여의도동,5150
서울특별시,영등포구,당산동1가,2601
서울특별시,영등포구,당산동2가,2638
서울특별시,영등포구,당산동3가,2957
서울특별시,영등포구,당산동4가,2883
서울특별시,영등포구,당산동5가,2755
서울특별시,영등포구,당산동6가,2309
서울특별시,영등포구,당산동,2120
서울특별시,영등포구,도림동,2032
서울특별시,영등포구,문래동1가,2180
서울특별시,영등포구,문래동2가,0
서울특별시,영등포구,문래동3가,2608
서울특별시,영등포구,문래동4가,0
서울특별시,영등포구,문래동5가,0
서울특별시,영등포구,문래동6가,0
서울특별시,영등포구,양평동1가,2792
서울특별시,영등포구,양평동2가,2828
서울특별시,영등포구,양평동3가,2400
서울특별시,영등포구,양평동4가,2569
서울특별시,영등포구,양평동5가,2375
서울특별시,영등포구,양평동6가,2063
서울특별시,영등포구,신길동,2623
서울특별시,영등포구,대림동,1945
서울특별시,동작구,노량진동,3157
서울특별시,동작구,상도동,2078
서울특별시,동작구,상도1동,2402
서울특별시,동작구,본동,2367
서울특별시,동작구,흑석동,2999
서울특별시,동작구,동작동,2356
서울특별시,동작구,사당동,2491
서울특별시,동작구,대방동,2372
서울특별시,동작구,신대방동,2103
서울특별시,관악구,봉천동,2290
서울특별시,관악구,신림동,2466
서울특별시,관악구,남현동,2664
서울특별시,서초구,방배동,4073
서울특별시,서초구,양재동,3946
서울특별시,서초구,우면동,3022
서울특별시,서초구,원지동,2403
서울특별시,서초구,잠원동,4115
서울특별시,서초구,반포동,3973
서울특별시,서초구,서초동,4768
서울특별시,서초구,내곡동,2219
서울특별시,서초구,염곡동,2562
서울특별시,서초구,신원동,2718
서울특별시,강남구,역삼동,4416
서울특별시,강남구,포이동,0
서울특별시,강남구,개포동,3786
서울특별시,강남구,청담동,5231
서울특별시,강남구,삼성동,4612
서울특별시,강남구,대치동,4714
서울특별시,강남구,논현동,4233
서울특별시,강남구,압구정동,9630
서울특별시,강남구,세곡동,2331
서울특별시,강남구,자곡동,2488
서울특별시,강남구,율현동,2484
서울특별시,강남구,일원동,3932
서울특별시,강남구,수서동,3600
서울특별시,강남구,도곡동,4619
서울특별시,송파구,잠실동,4938
서울특별시,송파구,신천동,7900
서울특별시,송파구,풍납동,2587
서울특별시,송파구,송파동,3730
서울특별시,송파구,석촌동,4193
서울특별시,송파구,삼전동,4180
서울특별시,송파구,가락동,3564
서울특별시,송파구,문정동,3287
서울특별시,송파구,장지동,3105
서울특별시,송파구,방이동,4019
서울특별시,송파구,오금동,3273
서울특별시,송파구,거여동,3306
서울특별시,송파구,마천동,3237
서울특별시,강동구,명일동,3148
서울특별시,강동구,고덕동,3421
서울특별시,강동구,상일동,3492
서울특별시,강동구,하일동,0
서울특별시,강동구,길동,2811
서울특별시,강동구,둔촌동,2817
서울특별시,강동구,암사동,2604
서울특별시,강동구,성내동,3060
서울특별시,강동구,천호동,2881
서울특별시,종로구,청운동,2520
서울특별시,종로구,신교동,2343
서울특별시,종로구,궁정동,3000
서울특별시,종로구,효자동,2649
서울특별시,종로구,창성동,2759
서울특별시,종로구,통의동,2894
서울특별시,종로구,적선동,0
서울특별시,종로구,통인동,2895
서울특별시,종로구,누상동,2554
서울특별시,종로구,누하동,2928
서울특별시,종로구,옥인동,2812
서울특별시,종로구,체부동,2999
서울특별시,종로구,필운동,2806
서울특별시,종로구,내자동,4927
서울특별시,종로구,사직동,2933
서울특별시,종로구,도렴동,0
서울특별시,종로구,당주동,0
서울특별시,종로구,내수동,5080
서울특별시,종로구,세종로,0
서울특별시,종로구,신문로1가,0
서울특별시,종로구,신문로2가,3058
서울특별시,종로구,청진동,0
서울특별시,종로구,서린동,0
서울특별시,종로구,수송동,0
서울특별시,종로구,중학동,0
서울특별시,종로구,종로1가,0
서울특별시,종로구,공평동,0
서울특별시,종로구,관훈동,0
서울특별시,종로구,견지동,0
서울특별시,종로구,와룡동,2498
서울특별시,종로구,권농동,2234
서울특별시,종로구,운니동,2755
서울특별시,종로구,익선동,3528
서울특별시,종로구,경운동,3190
서울특별시,종로구,관철동,0
서울특별시,종로구,인사동,0
서울특별시,종로구,낙원동,3110
서울특별시,종로구,종로2가,0
서울특별시,종로구,팔판동,3670
서울특별시,종로구,삼청동,2982
서울특별시,종로구,안국동,3734
서울특별시,종로구,소격동,3838
서울특별시,종로구,화동,3299
서울특별시,종로구,사간동,3316
서울특별시,종로구,송현동,0
서울특별시,종로구,가회동,3402
서울특별시,종로구,재동,2905
서울특별시,종로구,계동,2771
서울특별시,종로구,원서동,2880
서울특별시,종로구,묘동,0
서울특별시,종로구,봉익동,2710
서울특별시,종로구,돈의동,3250
서울특별시,종로구,장사동,0
서울특별시,종로구,관수동,0
서울특별시,종로구,종로3가,0
서울특별시,종로구,인의동,2340
서울특별시,종로구,예지동,0
서울특별시,종로구,원남동,2191
서울특별시,종로구,연지동,2182
서울특별시,종로구,종로4가,0
서울특별시,종로구,효제동,2305
서울특별시,종로구,종로5가,4740
서울특별시,종로구,종로6가,2916
서울특별시,종로구,이화동,2213
서울특별시,종로구,연건동,2288
서울특별시,종로구,충신동,2402
서울특별시,종로구,동숭동,2277
서울특별시,종로구,혜화동,2471
서울특별시,종로구,명륜1가,2418
서울특별시,종로구,명륜2가,2551
서울특별시,종로구,명륜4가,2834
서울특별시,종로구,명륜3가,1725
서울특별시,종로구,창신동,2323
서울특별시,종로구,숭인동,2358
서울특별시,종로구,교남동,0
서울특별시,종로구,평동,3813
서울특별시,종로구,송월동,3504
서울특별시,종로구,홍파동,3350
서울특별시,종로구,교북동,4420
서울특별시,종로구,행촌동,0
서울특별시,종로구,구기동,1632
서울특별시,종로구,평창동,1900
서울특별시,종로구,부암동,1518
서울특별시,종로구,홍지동,1465
서울특별시,종로구,신영동,1695
서울특별시,종로구,무악동,2519
서울특별시,중구,무교동,0
서울특별시,중구,다동,0
서울특별시,중구,태평로1가,0
서울특별시,중구,을지로1가,0
서울특별시,중구,을지로2가,0
서울특별시,중구,남대문로1가,0
서울특별시,중구,삼각동,0
서울특별시,중구,수하동,0
서울특별시,중구,장교동,0
서울특별시,중구,수표동,0
서울특별시,중구,소공동,0
서울특별시,중구,남창동,1881
서울특별시,중구,북창동,0
서울특별시,중구,태평로2가,0
서울특별시,중구,남대문로2가,0
서울특별시,중구,남대문로3가,0
서울특별시,중구,남대문로4가,0
서울특별시,중구,남대문로5가,0
서울특별시,중구,봉래동1가,0
서울특별시,중구,회현동1가,2033
서울특별시,중구,회현동2가,2042
서울특별시,중구,회현동3가,2050
서울특별시,중구,충무로1가,0
서울특별시,중구,충무로2가,0
서울특별시,중구,명동1가,0
서울특별시,중구,명동2가,0
서울특별시,중구,남산동1가,0
서울특별시,중구,남산동2가,1848
서울특별시,중구,남산동3가,1970
서울특별시,중구,저동1가,0
서울특별시,중구,충무로4가,0
서울특별시,중구,충무로5가,0
서울특별시,중구,인현동2가,0
서울특별시,중구,예관동,0
서울특별시,중구,묵정동,2340
서울특별시,중구,필동1가,0
서울특별시,중구,필동2가,3203
서울특별시,중구,필동3가,2926
서울특별시,중구,남학동,0
서울특별시,중구,주자동,0
서울특별시,중구,예장동,2508
서울특별시,중구,장충동1가,2863
서울특별시,중구,장충동2가,2573
서울특별시,중구,광희동1가,0
서울특별시,중구,광희동2가,2374
서울특별시,중구,쌍림동,2331
서울특별시,중구,을지로6가,0
서울특별시,중구,을지로7가,3327
서울특별시,중구,을지로4가,0
서울특별시,중구,을지로5가,0
서울특별시,중구,주교동,0
서울특별시,중구,방산동,0
서울특별시,중구,오장동,0
서울특별시,중구,을지로3가,0
서울특별시,중구,입정동,0
서울특별시,중구,산림동,0
서울특별시,중구,충무로3가,0
서울특별시,중구,초동,0
서울특별시,중구,인현동1가,0
서울특별시,중구,저동2가,0
서울특별시,중구,신당동,0
서울특별시,중구,흥인동,0
서울특별시,중구,무학동,0
서울특별시,중구,황학동,2665
서울특별시,중구,서소문동,0
서울특별시,중구,정동,0
서울특별시,중구,순화동,0
서울특별시,중구,의주로1가,0
서울특별시,중구,충정로1가,0
서울특별시,중구,중림동,2421
서울특별시,중구,의주로2가,0
서울특별시,중구,만리동1가,2347
서울특별시,중구,만리동2가,2504
서울특별시,용산구,후암동,2658
서울특별시,용산구,용산동2가,2445
서울특별시,용산구,갈월동,3153
서울특별시,용산구,남영동,3775
서울특별시,용산구,동자동,3388
서울특별시,용산구,서계동,2893
서울특별시,용산구,청파동1가,2532
서울특별시,용산구,청파동2가,2696
서울특별시,용산구,청파동3가,2668
서울특별시,용산구,원효로1가,2759
서울특별시,용산구,원효로2가,2631
서울특별시,용산구,신창동,2440
서울특별시,용산구,산천동,2925
서울특별시,용산구,청암동,2500
서울특별시,용산구,원효로3가,2424
서울특별시,용산구,원효로4가,2466
서울특별시,용산구,효창동,2845
서울특별시,용산구,도원동,0
서울특별시,용산구,용문동,2699
서울특별시,용산구,문배동,0
서울특별시,용산구,신계동,3610
서울특별시,용산구,한강로1가,6043
서울특별시,용산구,한강로2가,6157
서울특별시,용산구,용산동3가,4620
서울특별시,용산구,용산동5가,0
서울특별시,용산구,한강로3가,5856
서울특별시,용산구,이촌동,10070
서울특별시,용산구,이태원동,3390
서울특별시,용산구,한남동,3933
서울특별시,용산구,동빙고동,4635
서울특별시,용산구,서빙고동,3543
서울특별시,용산구,주성동,4697
서울특별시,용산구,용산동6가,0
서울특별시,용산구,보광동,4590
서울특별시,성동구,상왕십리동,3243
서울특별시,성동구,하왕십리동,2639
서울특별시,성동구,홍익동,2936
서울특별시,성동구,도선동,2764
서울특별시,성동구,마장동,2475
서울특별시,성동구,사근동,2013
서울특별시,성동구,행당동,2662
서울특별시,성동구,응봉동,2343
서울특별시,성동구,금호동1가,2373
서울특별시,성동구,금호동2가,2773
서울특별시,성동구,금호동3가,2543
서울특별시,성동구,금호동4가,2932
서울특별시,성동구,옥수동,2669
서울특별시,성동구,성수동1가,3400
서울특별시,성동구,성수동2가,3405
서울특별시,성동구,송정동,2333
서울특별시,성동구,용답동,2444
서울특별시,광진구,중곡동,1959
서울특별시,광진구,능동,2403
서울특별시,광진구,구의동,2431
서울특별시,광진구,광장동,2835
서울특별시,광진구,자양동,2549
서울특별시,광진구,노유동,0
서울특별시,광진구,화양동,2810
서울특별시,광진구,모진동,0
서울특별시,광진구,군자동,2427
서울특별시,동대문구,신설동,2308
서울특별시,동대문구,용두동,2579
서울특별시,동대문구,제기동,2073
서울특별시,동대문구,전농동,2359
서울특별시,동대문구,답십리동,2416
서울특별시,동대문구,장안동,2214
서울특별시,동대문구,청량리동,2219
서울특별시,동대문구,회기동,2090
서울특별시,동대문구,휘경동,2100
서울특별시,동대문구,이문동,2312
서울특별시,중랑구,면목동,1717
서울특별시,중랑구,상봉동,2012
서울특별시,중랑구,중화동,1859
서울특별시,중랑구,묵동,1807
서울특별시,중랑구,망우동,1717
서울특별시,중랑구,신내동,1669
서울특별시,성북구,성북동,2337
서울특별시,성북구,성북동1가,2419
서울특별시,성북구,돈암동,1983
서울특별시,성북구,동소문동1가,2302
서울특별시,성북구,동소문동2가,2584
서울특별시,성북구,동소문동3가,3123
서울특별시,성북구,동소문동4가,2353
서울특별시,성북구,동소문동5가,2620
서울특별시,성북구,동소문동6가,2505
서울특별시,성북구,동소문동7가,2607
서울특별시,성북구,삼선동1가,2174
서울특별시,성북구,삼선동2가,2385
서울특별시,성북구,삼선동3가,2468
서울특별시,성북구,삼선동4가,2694
서울특별시,성북구,삼선동5가,2591
서울특별시,성북구,동선동1가,2717
서울특별시,성북구,동선동2가,2540
서울특별시,성북구,동선동3가,2685
서울특별시,성북구,동선동4가,2636
서울특별시,성북구,동선동5가,2253
서울특별시,성북구,안암동1가,2267
서울특별시,성북구,안암동2가,2243
서울특별시,성북구,안암동3가,2165
서울특별시,성북구,안암동4가,2848
서울특별시,성북구,안암동5가,2426
서울특별시,성북구,보문동4가,2622
서울특별시,성북구,보문동5가,2326
서울특별시,성북구,보문동6가,2182
서울특별시,성북구,보문동7가,2403
서울특별시,성북구,보문동1가,2419
서울특별시,성북구,보문동2가,2661
서울특별시,성북구,보문동3가,2475
서울특별시,성북구,정릉동,1708
서울특별시,성북구,길음동,2385
서울특별시,성북구,종암동,1959
서울특별시,성북구,하월곡동,2214
서울특별시,성북구,상월곡동,2066
서울특별시,성북구,장위동,2324
서울특별시,성북구,석관동,2037
서울특별시,강북구,미아동,1699
서울특별시,강북구,번동,1501
서울특별시,강북구,수유동,1500
서울특별시,강북구,우이동,1469
서울특별시,도봉구,쌍문동,1420
서울특별시,도봉구,방학동,1504
서울특별시,도봉구,창동,1635
서울특별시,도봉구,도봉동,1514
서울특별시,노원구,월계동,1616
서울특별시,노원구,공릉동,1693
서울특별시,노원구,하계동,1585
서울특별시,노원구,상계동,1777
서울특별시,노원구,중계동,1606
서울특별시,은평구,수색동,2292
서울특별시,은평구,녹번동,1932
서울특별시,은평구,불광동,1884
서울특별시,은평구,갈현동,1832
서울특별시,은평구,구산동,1794
서울특별시,은평구,대조동,2108
서울특별시,은평구,응암동,1872
서울특별시,은평구,역촌동,1917
서울특별시,은평구,신사동,1829
서울특별시,은평구,증산동,2370
서울특별시,은평구,진관내동,2052
서울특별시,은평구,구파발동,0
서울특별시,은평구,진관외동,0
서울특별시,서대문구,충정로2가,3023
서울특별시,서대문구,충정로3가,2663
서울특별시,서대문구,합동,2790
서울특별시,서대문구,미근동,2420
서울특별시,서대문구,냉천동,2980
서울특별시,서대문구,천연동,2257
서울특별시,서대문구,옥천동,2317
서울특별시,서대문구,영천동,3410
서울특별시,서대문구,현저동,1740
서울특별시,서대문구,북아현동,2524
서울특별시,서대문구,홍제동,2067
서울특별시,서대문구,대현동,2892
서울특별시,서대문구,대신동,2647
서울특별시,서대문구,신촌동,2088
서울특별시,서대문구,봉원동,1730
서울특별시,서대문구,창천동,2471
서울특별시,서대문구,연희동,1990
서울특별시,서대문구,홍은동,1703
서울특별시,서대문구,북가좌동,2065
서울특별시,서대문구,남가좌동,2102
서울특별시,마포구,아현동,2755
서울특별시,마포구,공덕동,2496
서울특별시,마포구,신공덕동,2319
서울특별시,마포구,도화동,2338
서울특별시,마포구,용강동,2476
서울특별시,마포구,토정동,2350
서울특별시,마포구,마포동,2741
서울특별시,마포구,대흥동,2727
서울특별시,마포구,염리동,3096
서울특별시,마포구,노고산동,2806
서울특별시,마포구,신수동,2438
서울특별시,마포구,현석동,2431
서울특별시,마포구,구수동,2210
서울특별시,마포구,창전동,2276
서울특별시,마포구,상수동,2807
서울특별시,마포구,하중동,0
서울특별시,마포구,신정동,3270
서울특별시,마포구,당인동,2780
서울특별시,마포구,서교동,2907
서울특별시,마포구,동교동,2855
서울특별시,마포구,합정동,2644
서울특별시,마포구,망원동,2442
서울특별시,마포구,연남동,2342
서울특별시,마포구,성산동,2358
서울특별시,마포구,중동,2084
서울특별시,마포구,상암동,3050
서울특별시,양천구,목동,2229
서울특별시,양천구,신월동,1795
서울특별시,강서구,염창동,2684
서울특별시,강서구,등촌동,2211
서울특별시,강서구,화곡동,1749
서울특별시,강서구,가양동,2294
서울특별시,강서구,마곡동,2105
서울특별시,강서구,내발산동,2021
서울특별시,강서구,외발산동,1855
서울특별시,강서구,공항동,2066
서울특별시,강서구,방화동,2188
서울특별시,강서구,개화동,1631
서울특별시,강서구,과해동,0
서울특별시,강서구,오곡동,400
서울특별시,강서구,오쇠동,0
서울특별시,구로구,신도림동,2657
서울특별시,구로구,구로동,2003
서울특별시,구로구,가리봉동,3054
서울특별시,구로구,고척동,1721
서울특별시,구로구,개봉동,1925
서울특별시,구로구,오류동,1676
서울특별시,구로구,궁동,1718
서울특별시,구로구,온수동,1871
서울특별시,구로구,천왕동,2140
서울특별시,구로구,항동,1858
서울특별시,금천구,가산동,1724
서울특별시,금천구,독산동,1730
